PlantName,PlantKey,Technology,City,State,ZipCode,Capacity_MW,Lat,Long,2023_CO2_Emissions,2023_NOX_Emissions,2023_SO2_Emissions,2023_CO2_Rate,2023_NOX_Rate,2023_SO2_Rate,FuelType,HeatRate_MBTU,2023_Net_Generation_Mwh
Kent Hills Wind Farm,9193,Wind Turbine,Moncton,,,17.3,45.839670,(64.860460),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Kent Island Community Solar Project (Chester Woods Point ),24968,Solar,Chester,MD,21619,2.0,38.948920,(76.301450),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kent School Road Solar 1 Project,61510,Solar,Kent,IL,61044,2.0,42.312880,(89.903480),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kent South,17336,Solar,Lemoore,CA,93245,20.0,36.237056,(119.898845),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kentuck,10145,Internal Combustion,Ringgold,VA,24586,1.2,36.653320,(79.290690),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kentuck Solar Project (Danville),23299,Solar,Ringgold,VA,24586,6.0,36.659550,(79.300090),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kentucky Mill,7592,Steam Turbine,Hawesville,KY,42348,60.0,37.894791,(86.685315),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Kenyon Municipal,4112,Internal Combustion,Kenyon,MN,55946,5.4,44.271822,(92.984444),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Keokuk,4114,Hydraulic Turbine,Keokuk,IA,52632,150.0,40.395861,(91.374407),NA,NA,NA,NA,NA,NA,Water,NA,NA
Keowee,4115,Hydraulic Turbine,Six Mile,SC,29682,152.0,34.798250,(82.887190),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kern A Community Solar Project,68457,Solar,West Frankfort,IL,62896,2.0,37.898850,(88.876380),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kern Front,4121,Gas Turbine,Bakersfield,CA,93308,48.0,35.515640,(119.040264),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kern River 1,4122,Hydraulic Turbine,Wofford Heights,CA,93285,26.4,35.460250,(118.779570),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kern River 3,4123,Hydraulic Turbine,Kernville,CA,93238,40.2,35.776150,(118.436280),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kern Valley State Prison,55978,Solar,Delano,CA,93215,3.0,35.762830,(119.314340),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kerr Hydroelectric No 5 (Salish Kootenai),4126,Hydraulic Turbine,Polson,MT,59860,219.2,47.677330,(114.234137),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kerria Solar Plant,47860,Solar,Renville,MN,56284,1.0,44.795390,(95.204040),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Ketch Harbour Wind (Bear Cove)/Williamswood,18878,Wind Turbine,Halifax,,,4.6,44.537090,(63.609870),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Ketchikan Lakes,4129,Hydraulic Turbine,Ketchikan,AK,99901,4.2,55.344550,(131.633400),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kettering Solar 1,20640,Solar,Lancaster,CA,93535,1.0,34.701160,(118.125200),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kettering Solar 2,20633,Solar,Lancaster,CA,93535,1.0,34.701860,(118.125100),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kettle,4131,Hydraulic Turbine,Gillam,,,"1,272.0",56.382260,(94.634860),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kettle Butte (Jefferson County Biogas),15399,Internal Combustion,Roberts,ID,83444,1.8,43.629521,(112.279565),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Kettle Falls,4132,Steam Turbine,Kettle Falls,WA,99141,50.7,48.620320,(118.110060),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Kettle Falls CT,4133,Gas Turbine,Kettle Falls,WA,99141,8.0,48.620320,(118.110060),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kettle Foods,9888,Solar,Salem,OR,97301,0.1,44.925330,(122.998210),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kettleman Solar Project,18444,Solar,Lodi,CA,95240,1.0,38.119647,(121.141372),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kettles Hill Wind,8271,Wind Turbine,Cowley,,,63.0,49.505092,(113.811836),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Keysight - Santa Rosa,97057,Fuel Cell,Santa Rosa,CA,95404-1738,4.5,38.480050,(122.708410),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Keystone Lake,4140,Hydraulic Turbine,Sand Springs,OK,74063,80.0,36.149952,(96.252841),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kiana,4144,Internal Combustion,Anchorage,AK,99749,1.2,66.973910,(160.428630),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kiefer Landfill,4146,Internal Combustion,Rancho Murieta,CA,95683,14.0,38.515119,(121.192525),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Kihei Solar Farm (Maui Research and Technology Park),21288,Solar,Kihei,HI,96753,2.9,20.732800,(156.436980),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kilbourn,4148,Hydraulic Turbine,Wisconsin Dells,WI,53965,9.5,43.625830,(89.780850),NA,NA,NA,NA,NA,NA,Water,NA,NA
Killingly Solar,9965,Solar,Killingly,CT,06241,0.3,41.879180,(71.890910),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kimball,4151,Internal Combustion,Kimball,NE,69145,8.1,41.238316,(103.666214),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kimball Wind Farm,930,Wind Turbine,Kimball,NE,69145,30.0,41.275742,(103.696518),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Kimberlina Demonstration Plant,14699,Steam Turbine,Bakersfield,CA,93308,5.0,35.566183,(119.203897),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kimberly Clark,11622,Combined Cycle,New Milford,CT,06776,36.3,41.559599,(73.411403),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kimberly Clark Mobile - CHP Plant,25725,Gas Turbine,Mobile,AL,36610,46.0,30.735000,(88.050050),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kimberly Mill Hydro,4154,Hydraulic Turbine,Kimberly,WI,54136,2.1,44.277780,(88.333110),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kimberly-Clark Solar Project,44095,Solar,LaGrange,GA,30240,2.3,33.002350,(85.036860),NA,NA,NA,NA,NA,NA,Solar,NA,NA
King & Queen Landfill,11303,Internal Combustion,Little Plymouth,VA,23091,10.8,37.671100,(76.760270),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
King City Peaking Energy Center,795,Gas Turbine,King City,CA,93930,44.5,36.224840,(121.124230),NA,NA,NA,NA,NA,NA,Gas,NA,NA
King Cove Hydro,4159,Hydraulic Turbine,King Cove,AK,99612,1.1,55.123380,(162.272190),NA,NA,NA,NA,NA,NA,Water,NA,NA
King Cove IC,4160,Internal Combustion,King Cove,AK,99612,1.6,55.123380,(162.272190),NA,NA,NA,NA,NA,NA,Other,NA,NA
King Mill Project,23750,Hydraulic Turbine,Augusta,GA,30904,2.0,33.485440,(81.990630),NA,NA,NA,NA,NA,NA,Water,NA,NA
King Solar Electric Plant,74257,Solar,North Smithfield,RI,02896,12.7,41.983280,(71.586030),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingbird A Solar Project,17113,Solar,Rosamond,CA,93560,20.0,34.822420,(118.434940),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingbird B Solar Project,22033,Solar,Rosamond,CA,93560,20.0,34.824170,(118.436710),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingfisher,4161,Internal Combustion,Kingfisher,OK,73750,8.7,35.857641,(97.927601),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kingfisher First Nation,8736,Gas Turbine,Kingfisher Lake,,,1.3,53.032080,(89.822380),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kingman,4162,Internal Combustion,Kingman,KS,67068,18.2,37.641920,(98.117680),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kings Beach,4163,Internal Combustion,Kings Beach,CA,96143,12.0,39.245880,(120.027150),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kings Falls Hydroelectric,4164,Hydraulic Turbine,Carthage,NY,13619,1.6,43.917340,(75.633940),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kings Park Solar I (Indian Solar I),20309,Solar,Kings Park,NY,11754,2.0,40.869660,(73.264340),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kings Park Solar II (Indian Solar II),20310,Solar,Kings Park,NY,11754,2.0,40.871260,(73.263310),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kings Plaza Power Plant,9565,Internal Combustion,Brooklyn,NY,11234,12.8,40.610470,(73.920790),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kings River,4165,Hydraulic Turbine,Shaver Lake,CA,93664,52.0,36.888170,(119.158780),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kings River Siphon Hydroelectric Project,12201,Hydraulic Turbine,Sanger,CA,93657,0.8,36.782320,(119.426380),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kingsbery Battery Storage System,24715,Battery,Austin,TX,78721,1.5,30.266060,(97.686060),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Kingsbridge I Wind Power,8003,Wind Turbine,Goderich,,,40.3,43.800920,(81.680430),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Kingsbrook Jewish Medical Center,39716,Internal Combustion,Brooklyn,NY,11203,2.7,40.659490,(73.933730),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kingsburg Cogeneration,4166,Combined Cycle,Kingsburg,CA,93631,34.8,36.539190,(119.579900),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kingsburg Solar,17769,Solar,Kingsburg,CA,93631,3.7,36.505280,(119.540280),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingsford,4168,Hydraulic Turbine,Kingsford,MI,49802,7.2,45.807945,(88.124878),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kingsley,4169,Hydraulic Turbine,Ogallala,NE,69153,41.0,41.211520,(101.668028),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kingston CC,1314,Combined Cycle,Loyalist,,,110.0,44.209680,(76.724970),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kingston Gardiner Highway 2 South Solar Project,14542,Solar,Kingston,,,10.0,44.269327,(76.670932),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingston Gardiner TS Odessa Solar Energy Project,14539,Solar,Loyalist,,,10.0,44.269604,(76.771997),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingston Gardiner TS Unity Road Solar PV Project,14547,Solar,Kingston,,,10.0,44.321110,(76.564320),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingston Mills,8841,Hydraulic Turbine,Kingston,,,1.9,44.293311,(76.440672),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kingston Wind Project(No Fossil Fuels),16858,Wind Turbine,Kingston,MA,02364,6.0,41.974132,(70.725663),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Kingsville CSG Solar Project,39533,Solar,Kingsville,MD,21087,2.0,39.419690,(76.397970),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingsville Solar (MOM’s Organic Market),22346,Solar,Kingsville,MD,21087,1.0,39.426940,(76.393170),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kingsville Solar Project,68334,Solar,Kingsville,MD,21087,1.8,39.418840,(76.402020),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kinmundy,224,Gas Turbine,Kinmundy,IL,62875,250.0,38.761048,(89.012784),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kinneytown,4172,Hydraulic Turbine,Seymour,CT,06483,2.2,41.368659,(73.085454),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kinsley II Landfill Solar System,99854,Solar,Sewell,NJ,08080,2.0,39.791430,(75.104760),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kinston Davis Farm,19226,Solar,Kinston,NC,28504,5.0,35.218050,(77.642710),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kinston Solar Farm,19072,Solar,Hookerton,NC,28538,2.0,35.370690,(77.608340),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kipling Generating Station (Kipling I Hydro),8162,Hydraulic Turbine,Kapuskasing,,,235.0,50.144855,(82.208419),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kirby Road Solar Project,68638,Solar,Clinton,MD,20735,1.3,38.778830,(76.919940),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kirkland Lake,8363,Combined Cycle,Kirkland Lake,,,111.0,48.134760,(80.041420),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kirkland Lake Peaking Facility,15945,Gas Turbine,Kirkland Lake,,,30.0,48.134760,(80.041420),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kirkwall Holdings,19188,Solar,Warsaw,NC,28398,5.0,34.988660,(78.137330),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kirkwood Community College Wind Farm,18105,Wind Turbine,Cedar Rapids,IA,52404,2.3,41.916617,(91.650849),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Kirkwood Energy Facility,14738,Internal Combustion,Markleeville,CA,96120,4.7,38.686530,(120.064670),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kish Solar Project,58923,Solar,Cherry Valley,IL,61016,2.0,42.224960,(88.920790),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kit Carson Windpower Project,12394,Wind Turbine,Burlington,CO,80807,51.0,39.362030,(102.345870),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Kitchener,8745,Internal Combustion,Kitchener,,,4.1,43.412760,(80.443420),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kittitas Valley Wind Power Project,1205,Wind Turbine,Cle Elum,WA,98926,100.7,47.136257,(120.683270),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Kivalina,4178,Internal Combustion,Kivalina,AK,99750,1.1,67.726604,(164.538031),NA,NA,NA,NA,NA,NA,Oil,NA,NA
KKR Rosamond Solar Plant I (RE Rosamond Solar I),13625,Solar,Rosamond,CA,93560,20.0,34.900840,(118.247730),NA,NA,NA,NA,NA,NA,Solar,NA,NA
KKR Rosamond Solar Plant II,18757,Solar,Rosamond,CA,93560,20.0,34.902941,(118.242397),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Klamath Generation Facility,1067,Gas Turbine,Klamath Falls,OR,97601,115.2,42.174080,(121.811130),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Klawock Power Generation Station,24892,Internal Combustion,Klawock,AK,99925,2.5,55.551760,(133.082310),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kleber,4180,Hydraulic Turbine,Cheboygan,MI,49721,1.8,45.391956,(84.333238),NA,NA,NA,NA,NA,NA,Water,NA,NA
Klemtu Hydro Power Generation 11,13682,Hydraulic Turbine,Klemtu,,,1.2,52.627150,(128.532480),NA,NA,NA,NA,NA,NA,Water,NA,NA
Klondike I,7609,Wind Turbine,Wasco,OR,97065,24.0,45.562100,(120.602970),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Klondike II,9950,Wind Turbine,Wasco,OR,97065,81.0,45.562100,(120.602970),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Knaggs Brothers Farm,57622,Solar,Altamont,NY,12009,3.9,42.732070,(73.971500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Knapp East Solar Facility,74303,Solar,Akron,NY,14001,5.0,43.013870,(78.459500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Knapp West Solar Facility,74255,Solar,Akron,NY,14001,5.0,43.015240,(78.455500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kneehill Solar Generation Facility Project,23345,Solar,Three Hills,,,25.0,51.740210,(113.281760),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Knife Falls,4185,Hydraulic Turbine,Cloquet,MN,55720,1.8,46.726810,(92.448610),NA,NA,NA,NA,NA,NA,Water,NA,NA
Knouse Foods Solar Plant,13368,Solar,Gardners,PA,17324,3.0,40.026370,(77.234380),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Knox Lee,4186,Steam Turbine,Longview,TX,75603,348.0,32.376590,(94.641420),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Knox Trail Solar Project,73938,Solar,Acton,MA,01720,2.0,42.444100,(71.428930),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Knoxville Industrial Power,4187,Internal Combustion,Knoxville,IA,50138,16.0,41.315920,(93.061020),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Knoxville Solar Plant,14635,Solar,Knoxville,TN,37920,1.0,35.955637,(83.867428),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Knoxville Substation Battery Storage,25362,Battery,Knoxville,IA,50138,1.1,41.337490,(93.116260),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Koch Refining - Corpus Christi,4188,Gas Turbine,Corpus Christi,TX,78409,41.0,27.832222,(97.528056),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Koda Energy,11537,Steam Turbine,Shakopee,MN,55379,20.3,44.795918,(93.538355),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Kodiak,4191,Internal Combustion,Kodiak,AK,99615,18.3,57.789920,(152.397320),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kohl San Bernardino (Kohl's DC),10293,Solar,San Bernardino,CA,92408,0.9,34.094680,(117.266820),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kohler Solar Project,89083,Solar,Kohler,WI,53044,2.3,43.747620,(87.764320),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kohl's - Stockton Solar,10640,Solar,Stockton,CA,95219-7226,0.3,38.055660,(121.373170),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kohl's Department Store #1121 PV,14008,Solar,Livermore,CA,94551-8803,0.3,37.700330,(121.765420),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kohl's Department Store #1186 PV,14010,Solar,Beaumont,CA,92223-3165,0.3,33.922520,(116.956800),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kohl's Department Store #1187 PV,14009,Solar,Palm Desert,CA,92211-6013,0.3,33.795450,(116.384720),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kojak Farm,19796,Solar,Bailey,NC,27807,5.0,35.799450,(78.101570),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kokish River,11651,Hydraulic Turbine,Port McNeill,,,45.0,50.520230,(126.875660),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kokomo Solar 1,20365,Solar,Kokomo,IN,46902,5.4,40.474800,(86.145980),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Koma Kulshan,4193,Hydraulic Turbine,Concrete,WA,98237,12.4,48.680307,(121.723178),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kootenay Canal,4194,Hydraulic Turbine,Castlegar,,,580.2,49.453240,(117.518000),NA,NA,NA,NA,NA,NA,Water,NA,NA
Koppelman Sun Solar Project,23621,Solar,Eagle Lake,MN,56024,5.0,44.182720,(93.866230),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kortes,4195,Hydraulic Turbine,Sinclair,WY,82301,36.6,42.174198,(106.881062),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kotlik IC,14043,Internal Combustion,Kotlik,AK,99620,1.6,63.032520,(163.553980),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kotzebue,4197,Internal Combustion,Kotzebue,AK,99752,11.8,66.893560,(162.596350),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kotzebue Battery Storage Project,107902,Battery,Kotzebue,AK,99752,1.2,66.893560,(162.596350),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Kotzebue Solar Plant,82324,Solar,Kotzebue,AK,99752,0.8,66.893560,(162.596350),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kotzebue Wind,7623,Wind Turbine,Kotzebue,AK,99752,3.3,66.893560,(162.596350),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Koyle Ranch Hydroelectric Project,4198,Hydraulic Turbine,Gooding,ID,83330,1.3,42.945544,(114.795721),NA,NA,NA,NA,NA,NA,Water,NA,NA
Koyuk,4199,Internal Combustion,Koyuk,AK,99753,1.1,64.932170,(161.166310),NA,NA,NA,NA,NA,NA,Oil,NA,NA
KP Rancho Cordova Medical Offices Solar Project,97097,Solar,Rancho Cordova,CA,95670,1.0,38.576940,(121.294550),NA,NA,NA,NA,NA,NA,Solar,NA,NA
KPC&L SmartGrid Battery Storage Project,21172,Battery,Kansas City,MO,64110,1.0,39.040260,(94.571190),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Krause Community Solar Garden,24568,Solar,Renville,MN,56284,1.0,44.796330,(95.201430),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kruger Energy Hertford,25162,Solar,Ahoskie,NC,27910,10.0,36.275100,(77.027980),NA,NA,NA,NA,NA,NA,Solar,NA,NA
KSR028 Merced Fuel Cell Project,57710,Fuel Cell,San Leandro,CA,94577,2.0,37.706440,(122.162290),NA,NA,NA,NA,NA,NA,Gas,NA,NA
KSR053 Cantara Fuel Cell Project,57793,Fuel Cell,Panorama City,CA,91402,1.6,34.219690,(118.431500),NA,NA,NA,NA,NA,NA,Gas,NA,NA
KSU Trumbull Solar Project,99887,Solar,Warren,OH,44483-1931,1.0,41.277060,(80.839540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
KT Molalla Facility(Sulus 35),57992,Solar,Molalla,OR,97038,3.0,45.140560,(122.649690),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kuia Solar (Lahainaluna School),21289,Solar,Lahaina,HI,96761,2.9,20.888600,(156.661060),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kumeyaay Wind,7611,Wind Turbine,Alpine,CA,91905,50.0,32.725379,(116.347103),NA,NA,NA,NA,NA,NA,Wind,NA,NA
KUSD Solar Project - La Senita,15651,Solar,Kingman,AZ,86409,1.0,35.241570,(114.004660),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Kutz,4203,Gas Turbine,Bloomfield,NM,87413,4.0,36.736910,(107.941270),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Kuujjuaq (Replacement),15920,Internal Combustion,Kuujjuaq,,,6.6,58.114870,(68.424890),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kuujjuarapik,4205,Internal Combustion,Kuujjuarapik,,,3.4,55.280920,(77.756000),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Kwoiek Creek Hydro,9210,Hydraulic Turbine,Kanaka Bar,,,49.9,50.105150,(121.567230),NA,NA,NA,NA,NA,NA,Water,NA,NA
Kyocera Project,4208,Internal Combustion,San Diego,CA,92123,3.8,32.819825,(117.140625),NA,NA,NA,NA,NA,NA,Gas,NA,NA
L&D Landfill Solar Project,21036,Solar,Mount Holly,NJ,08060,10.0,39.983860,(74.775090),NA,NA,NA,NA,NA,NA,Solar,NA,NA
L’Energia,12007,Combined Cycle,Lowell,MA,01852,77.0,42.631134,(71.312385),NA,NA,NA,NA,NA,NA,Gas,NA,NA
L-8 Solar Project,16886,Solar,Palmdale,CA,93552,1.5,34.654370,(117.972450),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Cote De Beaupre Community Wind Farm,14423,Wind Turbine,Saint-Ferréol-les-Neiges,,,23.5,47.203490,(70.825670),NA,NA,NA,NA,NA,NA,Wind,NA,NA
La Crosse,4216,Internal Combustion,La Crosse,KS,67548,5.5,38.531767,(99.307771),NA,NA,NA,NA,NA,NA,Oil,NA,NA
La Farge,4218,Internal Combustion,La Farge,WI,54639,1.5,43.572410,(90.639090),NA,NA,NA,NA,NA,NA,Oil,NA,NA
La Gabelle,4219,Hydraulic Turbine,Notre-Dame-du-Mont-Carmel,,,131.0,46.449140,(72.739510),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Grande Dame,8779,Hydraulic Turbine,Magog,,,1.8,45.272780,(72.105360),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Grande-1,4220,Hydraulic Turbine,Baie-James,,,"1,436.0",53.886090,(73.466480),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Grande-2-A,4221,Hydraulic Turbine,Baie-James,,,"2,106.0",53.886090,(73.466480),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Grande-3,4222,Hydraulic Turbine,Baie-James,,,"2,417.0",53.886090,(73.466480),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Grande-4,4223,Hydraulic Turbine,Baie-James,,,"2,779.0",53.886090,(73.466480),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Grange,4224,Hydraulic Turbine,La Grange,CA,95329,4.3,37.669676,(120.443862),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Habra,11392,Solar,La Habra,CA,90631,0.2,33.915650,(117.964650),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Habra Bakery Solar Facility,55811,Solar,La Habra,CA,90631,1.2,33.921960,(117.939430),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Joie,4225,Hydraulic Turbine,Pemberton,,,22.0,50.839700,(122.856000),NA,NA,NA,NA,NA,NA,Water,NA,NA
La Joya Del Sol,17708,Solar,Fresno,CA,93706,1.5,36.678609,(119.797690),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Loma Community Solar Project (Kingsbery),20929,Solar,Austin,TX,78721,2.6,30.265740,(97.685180),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Luz Energy Center,17030,Gas Turbine,Belen,NM,87002,41.0,34.616350,(106.814952),NA,NA,NA,NA,NA,NA,Gas,NA,NA
LA Metro Wayside Flywheel Storage System,22514,Mechanical Storage,Los Angeles,CA,90057,2.0,34.056470,(118.275290),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
La Mirada Solar,10030,Solar,La Mirada,CA,90638-5527,0.1,33.883150,(118.025250),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Mirada Solar Project-U.S.Foodservice,15826,Solar,La Mirada,CA,90638,1.2,33.883457,(118.006986),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Mitis Community Wind Project,15099,Wind Turbine,La Rédemption,,,24.6,48.372780,(67.845830),NA,NA,NA,NA,NA,NA,Wind,NA,NA
La Ola (Lanai) Battery Storage Project,107927,Battery,Lanai City,HI,96763,1.1,20.766000,(156.922700),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
La Ola Solar Project (Lanai-Solar),9585,Solar,Lanai City,HI,96763,1.2,20.766000,(156.922700),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Plata,4229,Internal Combustion,La Plata,MO,63549,3.4,40.024281,(92.489519),NA,NA,NA,NA,NA,NA,Oil,NA,NA
La Porte,4230,Internal Combustion,La Porte City,IA,50651,5.4,42.315881,(92.192861),NA,NA,NA,NA,NA,NA,Oil,NA,NA
La Prairie Solar Project,46367,Solar,La Prairie,,,8.0,45.413320,(73.436420),NA,NA,NA,NA,NA,NA,Solar,NA,NA
La Romaine,4231,Internal Combustion,La Romaine,,,4.9,50.215680,(60.686630),NA,NA,NA,NA,NA,NA,Oil,NA,NA
La Sarre 1,8845,Hydraulic Turbine,La Sarre,,,1.0,48.847350,(79.149760),NA,NA,NA,NA,NA,NA,Water,NA,NA
