PlantName,PlantKey,Technology,City,State,ZipCode,Capacity_MW,Lat,Long,2023_CO2_Emissions,2023_NOX_Emissions,2023_SO2_Emissions,2023_CO2_Rate,2023_NOX_Rate,2023_SO2_Rate,FuelType,HeatRate_MBTU,2023_Net_Generation_Mwh
Halifax County Biomass Plant (South Boston- NOVI Energy),14948,Steam Turbine,South Boston,VA,24592,45.4,36.698740,(78.875160),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Halifax Solar Plant,97039,Solar,Halifax,MA,02338,2.5,41.976440,(70.836420),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Halkirk 1 Wind Project,10192,Wind Turbine,Halkirk,,,149.4,52.165983,(112.030519),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hall Battery Storage Project,108081,Battery,Teachey,NC,28464,2.5,34.797660,(77.946160),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Hall Solar Project,68515,Solar,Teachey,NC,28464,2.0,34.797660,(77.946160),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hall T1 Wind Farm (Optimum Wind 3),19739,Wind Turbine,Nevada,IA,50201,3.0,42.019120,(93.513750),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hall T2 Wind Farm (Optimum Wind 4),18456,Wind Turbine,Nevada,IA,50201,3.0,42.016390,(93.515830),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hall T3 Wind Farm (Optimum Wind 5),19740,Wind Turbine,Nevada,IA,50201,3.0,42.013760,(93.516450),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hall T4 Wind Farm (Optimum Wind 6),18446,Wind Turbine,Nevada,IA,50201,3.0,42.006830,(93.523660),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hall T5 Wind Farm (Optimum Wind 7),18447,Wind Turbine,Nevada,IA,50201,3.0,42.028250,(93.430380),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hallam,3541,Gas Turbine,Hallam,NE,68368,41.9,40.558680,(96.786170),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Hall's Corp Solar - I Facility,12052,Solar,South Plainfield,NJ,07080,1.6,40.573648,(74.394334),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Halsey (Drum-Spaulding Project),3543,Hydraulic Turbine,Auburn,CA,95602,11.0,38.956973,(121.041929),NA,NA,NA,NA,NA,NA,Water,NA,NA
Halstad,3544,Internal Combustion,Halstad,MN,56548,3.8,47.349980,(96.831860),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Halton Hills,8230,Combined Cycle,Halton Hills,,,680.0,43.561226,(79.845780),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Halton Landfill Biogas Generation,14529,Internal Combustion,Milton,,,2.1,43.473100,(79.828970),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Hamakua Hydro,9875,Hydraulic Turbine,Makawao,HI,96768,0.4,20.880250,(156.330680),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hamilton,3546,Gas Turbine,Abbottstown,PA,17301,24.0,39.909750,(76.989380),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Hamilton (Digester Gas) Cogen Plant,14491,Internal Combustion,Hamilton,,,1.6,43.254120,(79.772010),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Hamilton Community Energy Internal Combustion Cogen Plant,117393,Internal Combustion,Hamilton,,,3.5,43.260640,(79.873140),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hamilton Energy,8386,Steam Turbine,Hamilton,,,4.0,43.278170,(79.825890),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hamilton Peaking,3549,Gas Turbine,Hamilton,OH,45015,32.0,39.352801,(84.518267),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hamilton Port Hope 4 Solar Farm,14663,Solar,Hamilton,,,10.0,44.022260,(78.120910),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hamilton Solar Project,25063,Solar,Lebanon,CT,06249,1.0,41.655740,(72.160050),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hamilton Township Solar Project,14774,Solar,Trenton,NJ,08620,7.5,40.169120,(74.630030),NA,NA,NA,NA,NA,NA,Solar,NA,NA
"Hamilton, OH CT",3551,Gas Turbine,Hamilton,OH,45011,16.0,39.409940,(84.554440),NA,NA,NA,NA,NA,NA,Gas,NA,NA
"Hamilton, OH Hydro",3552,Hydraulic Turbine,Hamilton,OH,45011,2.0,39.412290,(84.553410),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hamlet,7859,Gas Turbine,Hamlet,NC,28345,366.6,34.838851,(79.740272),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hamlet Battery Storage Project,114322,Battery,Hamlet,NC,28345,0.5,34.845890,(79.733540),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Hamlet Solar Plant,114321,Solar,Hamlet,NC,28345,0.5,34.845890,(79.733540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hamlin Solar Electric Plant,74008,Solar,Hamlin,NY,14464,5.0,43.297390,(77.939440),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hammer Community Solar Garden,55958,Solar,Clear Lake,MN,55319,1.0,45.414070,(94.005710),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hammer Solar Project (CSG),25220,Solar,Clear Lake,MN,55319,4.8,45.418000,(94.008990),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hammett Hill Wind Farm,14353,Wind Turbine,Mountain Home,ID,83627,23.0,43.006120,(115.463280),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hammonton High School Solar Project,122309,Solar,Hammonton,NJ,08037,1.2,39.657250,(74.808940),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hampden Solar Project,22554,Solar,Hampden,MA,01036,3.2,42.045260,(72.437770),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hampden Solar PV Project,25268,Solar,Hampden,MA,01036,3.5,42.046310,(72.459180),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hampshire College Battery Storage Project,108030,Battery,Amherst,MA,01002,1.0,42.320760,(72.529850),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Hampshire College Solar Facility,22956,Solar,Amherst,MA,01002,3.4,42.320760,(72.529850),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hampton Lumber Cogeneration,15689,Steam Turbine,Darrington,WA,98241,4.5,48.270135,(121.597956),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Hampton MN GRE Solar Project,25310,Solar,Randolph,MN,55065,2.0,44.549110,(93.019110),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hampton Solar 1,21571,Solar,Hampton,SC,29924,6.8,32.879000,(81.133000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hana Substation,8048,Internal Combustion,Hana,HI,96713,2.0,20.765978,(155.996000),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Hancock,3557,Gas Turbine,Commerce Township,MI,48390,124.0,42.549470,(83.443990),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hancock County Generating Station,18720,Internal Combustion,Findlay,OH,45840,3.2,41.113025,(83.678782),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Hancock Creek Hydroelectric,19195,Hydraulic Turbine,Snoqualmie,WA,98065,6.0,47.571300,(121.714050),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hancock Shaker I Solar Project (Syncarpha Hancock I),24889,Solar,Pittsfield,MA,01201,2.0,42.433030,(73.336090),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hancock Shaker II Solar (Syncarpha Hancock II),24890,Solar,Pittsfield,MA,01201,2.0,42.426870,(73.347000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hancock Shaker III Solar Project (Syncarpha Hancock III),24877,Solar,Pittsfield,MA,01201,1.0,42.428050,(73.332620),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hancock Solar Project,55983,Solar,Hancock,ME,04640,7.0,44.541070,(68.364530),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hand Hills Wind Power Project,16587,Wind Turbine,Delia,,,145.0,51.567990,(112.256590),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Handsome Lake Energy,181,Gas Turbine,Kennerdell,PA,16374,267.5,41.290823,(79.806029),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hanford 1 and 2 Solar Plant,18253,Solar,Hanford,CA,93230,3.0,36.308028,(119.630030),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hanford Solar,11878,Solar,Hanford,CA,93230-6176,0.5,36.321850,(119.676440),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hankom T1 Wind Farm (Leonardo Wind 1),18415,Wind Turbine,Alden,IA,50006,3.0,42.498080,(93.365857),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hanna Chute (Central Hydro) Station,8177,Hydraulic Turbine,Bracebridge,,,1.0,45.002957,(79.305239),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hannawa,3562,Hydraulic Turbine,Potsdam,NY,13676,7.2,44.618940,(74.973030),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hannibal Hydroelectric Project,5053,Hydraulic Turbine,New Martinsville,WV,26155,37.4,39.667094,(80.863431),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hanover,21051,Solar,Wrightstown,NJ,08562,5.0,40.065280,(74.590560),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hanover Solar,22454,Solar,Maysville,NC,28555,5.0,34.806800,(77.206700),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hanover Solar Project,20394,Solar,Leicester,MA,01524,1.0,42.213890,(71.886560),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hanover Solar Project (RIC - Hanover),122379,Solar,Silver Creek,NY,14136,5.0,42.546330,(79.148610),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Happy Hollow CSG Battery Storage,107216,Battery,Winchendon,MA,01475,3.3,42.607220,(72.045490),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Happy Hollow CSG Project,27742,Solar,Winchendon,MA,01475,5.0,42.607220,(72.045490),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Happy Solar Facility,20327,Solar,Benson,NC,27504,4.0,35.395570,(78.511120),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harald (BearKat II) Wind Project,57089,Wind Turbine,Garden City,TX,79739,162.2,31.729690,(101.603670),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harbec Cogeneration CHP Plant,39703,Gas Turbine,Ontario,NY,14519,0.5,43.226920,(77.360230),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Harbec Wind Project,39700,Wind Turbine,Ontario,NY,14519,0.9,43.226920,(77.360230),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harbor Cogeneration,3569,Combined Cycle,Wilmington,CA,90744,105.9,33.776870,(118.230590),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hardin County LFGTE,7788,Internal Combustion,Elizabethtown,KY,42701,2.4,37.718970,(85.725890),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Hardin Generator Project,868,Steam Turbine,Hardin,MT,59034,107.0,45.764370,(107.597360),NA,NA,NA,NA,NA,NA,Coal,NA,NA
Hardin Hilltop Wind Farm,9396,Wind Turbine,Jefferson,IA,50129,14.7,42.082222,(94.365000),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hardison Farm Solar Project,19994,Solar,Williamston,NC,27892,5.2,35.830620,(77.022740),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hardscrabble (Top Notch) Wind Farm,9218,Wind Turbine,Little Falls,NY,13365,74.0,43.089623,(74.863758),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hardwood Lands Community Wind Project,21385,Wind Turbine,East Hants,,,6.0,45.090160,(63.529480),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hardy,3574,Hydraulic Turbine,Newaygo,MI,49337,33.4,43.486587,(85.629727),NA,NA,NA,NA,NA,NA,Water,NA,NA
Harford Solar Farm,23787,Solar,Dryden,NY,13053,2.0,42.442270,(76.235360),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hargis-Hebert Generating Station,7845,Gas Turbine,Lafayette,LA,70508,95.1,30.169506,(91.992538),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Harlan,9358,Internal Combustion,Harlan,IA,51537,3.2,41.644476,(95.314934),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Harlem Hospital Center IC Plant,57715,Internal Combustion,New York,NY,10037,4.4,40.814200,(73.939990),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Harlem River Yards,187,Gas Turbine,Bronx,NY,10454,79.9,40.799092,(73.915519),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Harmac,8639,Steam Turbine,Nanaimo,,,56.5,49.137530,(123.856730),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Harmattan Cogen Facility,15394,Gas Turbine,Cremona,,,45.0,51.691400,(114.475130),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Harmon DC Totowa NJ,18528,Solar,Totowa,NJ,07512,1.5,40.903910,(74.247726),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harmon Generating Station (Harmon I Hydro),8155,Hydraulic Turbine,Kapuskasing,,,220.0,50.110905,(82.208140),NA,NA,NA,NA,NA,NA,Water,NA,NA
Harmony PV,20790,Solar,Phillipsburg,NJ,08865,3.0,40.755170,(75.170860),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harmony Road Solar Project,47853,Solar,Huntley,IL,60142,1.9,42.164000,(88.462500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harmony Solar Project,97066,Solar,Harmony,ME,04942,4.9,44.982060,(69.542700),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harney Solar I Project,47895,Solar,Burns,OR,97720,10.0,43.532000,(119.019000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harrah Cogen Plant,13222,Steam Turbine,Las Vegas,NV,89103,5.0,36.118762,(115.187927),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Harrah's Atlantic City - POI 1 (Meeting Valet Garage),122336,Solar,Atlantic City,NJ,08401,1.9,39.383640,(74.429580),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harrah's Atlantic City - POI 2 (Self Park Garage) Solar Project,122148,Solar,Atlantic City,NJ,08401,1.9,39.383400,(74.427170),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harrell's Hill Solar Center,17573,Solar,Mount Olive,NC,28365,5.0,35.215000,(78.091000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harriman,3576,Hydraulic Turbine,Whitingham,VT,05361,40.8,42.792730,(72.913260),NA,NA,NA,NA,NA,NA,Water,NA,NA
Harris Dam,3580,Hydraulic Turbine,Lineville,AL,36266,133.0,33.257772,(85.616611),NA,NA,NA,NA,NA,NA,Water,NA,NA
Harris Generating Station,8866,Hydraulic Turbine,Wawa,,,13.0,47.938840,(84.837640),NA,NA,NA,NA,NA,NA,Water,NA,NA
Harris Hydro,3582,Hydraulic Turbine,West Forks,ME,04985,87.4,45.459160,(69.865301),NA,NA,NA,NA,NA,NA,Water,NA,NA
Harris Lake,3583,Internal Combustion,Long Lake,NY,12852,4.0,43.972172,(74.185813),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Harris Shiloh Solar Farm,52405,Solar,Shiloh,GA,31826,2.1,32.796600,(84.695770),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harrison Solar Project,21604,Solar,Roseboro,NC,28382,5.0,34.983380,(78.523860),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harrow I Wind Farm,10860,Wind Turbine,Harrow,,,9.9,42.044010,(82.968970),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harrow II Wind Farm,10861,Wind Turbine,Essex,,,9.9,42.023380,(82.982930),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harrow III Wind Farm,10862,Wind Turbine,Essex,,,9.9,42.044000,(82.968970),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harrow IV Wind Farm,12764,Wind Turbine,Harrow,,,9.9,42.028780,(82.985010),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harry D. Mattison Power Plant,8101,Gas Turbine,Tontitown,AR,72762,336.0,36.185550,(94.284680),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Harry L. Oswald,462,Combined Cycle,Wrightsville,AR,72206,548.0,34.591884,(92.216460),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hart,3588,Internal Combustion,Hart,MI,49420,5.1,43.702420,(86.365145),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Hart Hydro,3589,Hydraulic Turbine,Hart,MI,49420,0.3,43.717920,(86.369540),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hartford Hospital Cogeneration,3592,Combined Cycle,Hartford,CT,06106,8.6,41.754872,(72.677641),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hartford Hospital Fuel Cell Cogeneration,18797,Fuel Cell,Hartford,CT,06106,1.4,41.754872,(72.677641),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hartford Landfill Solar Project,22391,Solar,Hartford,CT,06120,1.0,41.791360,(72.650870),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hartford Pike Solar Project,65278,Solar,North Scituate,RI,02857,2.0,41.846000,(71.695000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hart-Jaune,3590,Hydraulic Turbine,Fermont,,,51.0,51.785410,(67.912140),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hartland Landfill,9253,Internal Combustion,Victoria,,,1.6,48.539140,(123.462410),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Hartland Solar Project,96978,Solar,Hartland,ME,04943,4.0,44.847900,(69.452680),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hartmann Project CSG,50888,Solar,Saint Cloud,MN,56304,1.0,45.492770,(94.114110),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hartwell Energy Facility,3595,Gas Turbine,Hartwell,GA,30643,353.6,34.339545,(82.819879),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hartwell Lake,3596,Hydraulic Turbine,Hartwell,GA,30643,405.0,34.357059,(82.821486),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hartz Way Solar Project,13451,Solar,Secaucus,NJ,07094,0.9,40.782830,(74.072780),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hartzog CT,7716,Gas Turbine,Gillette,WY,82718,18.0,43.773540,(105.780710),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Harvest Beulaville Solar Farm (Lanier),19375,Solar,Beulaville,NC,28518,2.0,34.901390,(77.784010),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harvest Gold Solar Project,111046,Solar,Indianola,MS,38751,99.0,33.500470,(90.639500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harvest I Wind Project,9620,Wind Turbine,Elkton,MI,48731,51.2,43.837657,(83.205280),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harvest II Project,16595,Wind Turbine,Elkton,MI,48731,59.4,43.826385,(83.206333),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harvest Moon Renewable Energy Company,24878,Solar,Sealy,TX,77474,1.2,29.740370,(96.159130),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harvest Wind Farm-Klickitat,12019,Wind Turbine,Roosevelt,WA,99356,98.9,45.800536,(120.433492),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Harvey (Westborough) Solar Project,17838,Solar,Westborough,MA,01581,1.8,42.263131,(71.609047),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Harwich Landfill Solar Project,18788,Solar,Harwich,MA,02645,4.0,41.695310,(70.095870),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hastings Community Solar Farm,43298,Solar,Hastings,NE,68901,1.5,40.602270,(98.435470),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hastings Solar Project (Marshan Solar Project),22673,Solar,Hastings,MN,55033,1.0,44.692200,(92.816900),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hat Creek 1,3600,Hydraulic Turbine,Fall River Mills,CA,96028,8.5,40.929330,(121.544320),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hat Creek 2,3601,Hydraulic Turbine,Fall River Mills,CA,96028,8.5,40.960730,(121.548580),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hat Rapids,3602,Hydraulic Turbine,Rhinelander,WI,54501,1.7,45.571395,(89.480773),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hatch Geothermal Project (Thermo No. 1),10684,Geothermal,Milford,UT,84751,14.0,38.161240,(113.194800),NA,NA,NA,NA,NA,NA,Geothermal,NA,NA
Hatchet Creek,3603,Hydraulic Turbine,Montgomery Creek,CA,96065,6.8,40.874154,(121.920497),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hatchet Ridge Wind,11628,Wind Turbine,Burney,CA,96013,101.2,40.897814,(121.801472),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hatfield Hydro Project,9382,Hydraulic Turbine,Merrillan,WI,54754,6.8,44.412980,(90.726230),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hatfield PA BTM IC Power Plant,122020,Internal Combustion,Hatfield,PA,19440,2.7,40.275230,(75.289220),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Hatfield Solar Project,18941,Solar,Hatfield,MA,01038,1.9,42.375831,(72.613923),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hatherton/Wareham (Plateau II) Wind,13703,Wind Turbine,Melancthon Township,,,9.0,44.214617,(80.403678),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hauer Creek Hydro,10698,Hydraulic Turbine,Tête Jaune Cache,,,3.0,52.964410,(119.469100),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hauser,3605,Hydraulic Turbine,Wolf Creek,MT,59648,16.3,46.765770,(111.887430),NA,NA,NA,NA,NA,NA,Water,NA,NA
Haven Solar Project,27753,Solar,Saint Cloud,MN,56304,3.0,45.518080,(94.122790),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haverhill Cogeneration Facility,7669,Steam Turbine,Franklin Furnace,OH,45629,53.0,38.596450,(82.829730),NA,NA,NA,NA,NA,NA,Other,NA,NA
Haverhill Landfill (Ward Hill Neck Landfill),18036,Internal Combustion,Haverhill,MA,01835-3516,1.6,42.765022,(71.124828),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Haverhill Solar,11434,Solar,Haverhill,MA,01832,0.8,42.781661,(71.093538),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haviland Plastic Products Wind Farm,18129,Wind Turbine,Haviland,OH,45851,4.5,41.019315,(84.584300),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Havre de Grace II - E at Perryman,22944,Solar,Aberdeen,MD,21001,1.4,39.435860,(76.220070),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hawi Battery Storage Project,107919,Battery,Hawi,HI,96719,1.0,20.257220,(155.850400),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Hawi Wind Farm,7811,Wind Turbine,Hawi,HI,96719,10.6,20.257220,(155.850400),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hawk Lane Solar Project (Houston Solar),91709,Solar,Wasilla,AK,99623,8.5,61.586980,(149.789950),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hawk Road Energy Facility,194,Gas Turbine,Franklin,GA,30217,546.9,33.358536,(84.991264),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hawkeye Energy Greenport,7737,Gas Turbine,Greenport,NY,11944,54.1,41.106019,(72.376116),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Hawkeye Wind Farm,14118,Wind Turbine,Sumner,IA,50674,34.0,42.948850,(92.077140),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hawks Nest Hydro,3613,Hydraulic Turbine,Gauley Bridge,WV,25085,96.8,38.147948,(81.175736),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hawthorne Solar Power Plant,74616,Solar,Kansas City,MO,64120,10.0,39.133470,(94.487170),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haxtun,3618,Internal Combustion,Haxtun,CO,80731,0.3,40.641600,(102.628650),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Hay Canyon Wind Farm,11260,Wind Turbine,Moro,OR,97039,100.8,45.500000,(120.584000),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hayes Solar,21605,Solar,Dobson,NC,27017,3.0,36.389290,(80.738120),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hayfield Solar I Project,57871,Solar,Hayfield,MN,55940,1.0,43.894770,(92.866280),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hayfield Solar III,59005,Solar,Hayfield,MN,55940,1.0,43.919500,(92.861380),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hayhurst New Mexico Solar Project,110993,Solar,Loving,NM,88256,20.0,32.070730,(104.161830),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haynes Solar Farm,18097,Solar,Lincolnton,NC,28092,5.0,35.526341,(81.234566),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haypress Hydroelectric Inc.,3622,Hydraulic Turbine,Calpine,CA,96124,10.0,39.565670,(120.581690),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hays Solar Project (421S Hays DG Solar),22863,Solar,Hays,,,23.0,50.077750,(111.765880),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hayward Hydro,3623,Hydraulic Turbine,Hayward,WI,54843,0.2,46.006830,(91.484760),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hayward Solar Plant,12786,Solar,Hayward,CA,94544,0.2,37.617670,(122.046700),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hayward WWTP Biomass Project,23891,Internal Combustion,Hayward,CA,94545,1.1,37.634010,(122.133860),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Hayward WWTP Solar Project,14842,Solar,Hayward,CA,94545,1.6,37.634010,(122.133860),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haywood Farm,19602,Solar,Troy,NC,27371,4.9,35.339010,(79.900550),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hayworth Solar Farm (Redwood Cluster Solar),19273,Solar,Bakersfield,CA,93307,26.0,35.322920,(118.820700),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hazel Solar PowerPlant,74437,Solar,Lanesboro,MN,55949,3.0,43.779990,(91.951950),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hazel Solar Project,65220,Solar,Howard City,MI,49329,2.0,43.399820,(85.454870),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hazelton B Hydro,3624,Hydraulic Turbine,Hazelton,ID,83335,7.6,42.605174,(114.093248),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hazle Township Flywheel Storage,15391,Mechanical Storage,Hazle Township,PA,18202,20.0,40.947460,(76.053370),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Hazleton Cogeneration,3625,Gas Turbine,Hazleton,PA,18202,150.9,40.928287,(76.040856),NA,NA,NA,NA,NA,NA,Gas,NA,NA
HCE Johnston Solar Project,19913,Solar,Willow Spring,NC,27592,1.9,35.561100,(78.595570),NA,NA,NA,NA,NA,NA,Solar,NA,NA
HCE Moore I,39679,Solar,Aberdeen,NC,28315,2.0,35.134320,(79.419520),NA,NA,NA,NA,NA,NA,Solar,NA,NA
HCE Powhatan Solar Project,107049,Solar,Powhatan,VA,23139,5.0,37.529010,(77.960080),NA,NA,NA,NA,NA,NA,Solar,NA,NA
